Loading environment football failed: No module named 'gfootball'
-- 7.185823394916952
         24794382 function calls (23595294 primitive calls) in 7.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _field_common.py:23(<listcomp>)
        1    0.000    0.000    0.000    0.000 _transformations.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _types.py:14(is_bool)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 validators.py:26(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 zipfile.py:1146(ZipFile)
        1    0.000    0.000    0.000    0.000 x509.py:377(_CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 aead.py:5(<module>)
       36    0.000    0.000    0.000    0.000 backend.py:238(register_cipher_adapter)
        1    0.000    0.000    0.000    0.000 oid.py:46(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:134(AuthorityInformationAccessOID)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 crypto.py:2080(CRL)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:410(PyOpenSSLContext)
        1    0.000    0.000    0.000    0.000 crypto.py:1051(X509)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:631(SSLObject)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f2bd91c00d0}
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       13    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
       25    0.000    0.000    0.000    0.000 enum.py:355(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 utils.py:1907(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1973(suppress_warnings)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 utils.py:994(SafeEval)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:515(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:350(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 core.py:101(Environment)
        1    0.000    0.000    0.000    0.000 __init__.py:160(Distribution)
        4    0.000    0.000    0.000    0.000 __init__.py:379(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:407(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 _compat.py:66(disable_stdlib_finder)
        1    0.000    0.000    0.000    0.000 _pdeque.py:7(PDeque)
        1    0.000    0.000    0.000    0.000 _pmap.py:349(__contains__)
       16    0.000    0.000    0.000    0.000 _pmap.py:112(iteritems)
        1    0.000    0.000    0.000    0.000 validators.py:183(_OptionalValidator)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(RefResolutionError)
       34    0.000    0.000    0.000    0.000 _make.py:402(<genexpr>)
       12    0.000    0.000    0.000    0.000 _make.py:1208(<listcomp>)
       36    0.000    0.000    0.000    0.000 _make.py:1279(<genexpr>)
       31    0.000    0.000    0.000    0.000 _make.py:1352(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:906(parent)
        5    0.000    0.000    0.000    0.000 typing.py:297(__new__)
       14    0.000    0.000    0.000    0.000 zipfile.py:1791(close)
        1    0.000    0.000    0.000    0.000 algorithms.py:76(Blowfish)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.RAND_set_rand_method}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_new}
        3    0.000    0.000    0.000    0.000 binding.py:107(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:275(X509Backend)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 base.py:294(CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 crypto.py:508(X509Name)
        1    0.000    0.000    0.000    0.000 fields.py:125(RequestField)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        4    0.000    0.000    0.000    0.000 os.py:755(decode)
        1    0.000    0.000    0.000    0.000 os.py:803(fsencode)
        1    0.000    0.000    0.000    0.000 os.py:815(fsdecode)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 case.py:1355(FunctionTestCase)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        2    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:545(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        1    0.000    0.000    0.000    0.000 numeric.py:2653(<dictcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:427(_search_paths)
        1    0.000    0.000    0.000    0.000 _pvector.py:9(_bitcount)
       12    0.000    0.000    0.000    0.000 _utils.py:175(unbool)
       37    0.000    0.000    0.000    0.000 _format.py:44(checks)
        1    0.000    0.000    0.000    0.000 validators.py:142(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 validators.py:217(_InValidator)
        1    0.000    0.000    0.000    0.000 _make.py:2136(_AndValidator)
       13    0.000    0.000    0.000    0.000 _make.py:372(<dictcomp>)
       34    0.000    0.000    0.000    0.000 _make.py:471(<genexpr>)
       23    0.000    0.000    0.000    0.000 _make.py:1454(_is_slot_attr)
        1    0.000    0.000    0.000    0.000 request.py:1663(URLopener)
        3    0.000    0.000    0.000    0.000 typing.py:1414(NewType)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_NormalAccessor)
        4    0.000    0.000    0.000    0.000 typing.py:470(__eq__)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 makefile.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ocsp.py:336(_OCSPRequest)
        1    0.000    0.000    0.000    0.000 backend.py:133(activate_builtin_random)
        1    0.000    0.000    0.000    0.000 oid.py:42(OCSPExtensionOID)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
        1    0.000    0.000    0.000    0.000 rsa.py:268(RSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 extensions.py:107(Extensions)
        1    0.000    0.000    0.000    0.000 extensions.py:170(AuthorityKeyIdentifier)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:29(Retry)
        1    0.000    0.000    0.000    0.000 _collections.py:106(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 client.py:779(HTTPConnection)
        2    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        6    0.000    0.000    0.000    0.000 six.py:123(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 connectionpool.py:103(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 ec.py:343(EllipticCurvePublicNumbers)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        4    0.000    0.000    0.000    0.000 util.py:73(find_spec)
       16    0.000    0.000    0.000    0.000 contextlib.py:352(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       13    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       28    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        2    0.000    0.000    0.000    0.000 index_tricks.py:726(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 records.py:305(recarray)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_unsafe_first_element_pointer)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 halite.py:107(<listcomp>)
        3    0.000    0.000    0.000    0.000 argparse.py:1499(_get_handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 handlers.py:691(SysLogHandler)
        2    0.000    0.000    0.000    0.000 core.py:393(name)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        2    0.000    0.000    0.000    0.000 _pmap.py:286(__init__)
        1    0.000    0.000    0.000    0.000 _pmap.py:297(set)
        1    0.000    0.000    0.000    0.000 _pmap.py:355(remove)
        2    0.000    0.000    0.000    0.000 _pmap.py:367(evolver)
        9    0.000    0.000    0.000    0.000 _format.py:146(_checks_drafts)
        1    0.000    0.000    0.000    0.000 _pmap.py:73(_contains)
        5    0.000    0.000    0.000    0.000 validators.py:280(is_callable)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _compat.py:121(iteritems)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(_Error)
       14    0.000    0.000    0.000    0.000 _make.py:1169(<listcomp>)
       12    0.000    0.000    0.000    0.000 _make.py:1343(<listcomp>)
        1    0.000    0.000    0.000    0.000 sessions.py:340(Session)
        1    0.000    0.000    0.000    0.000 cookiejar.py:860(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
       15    0.000    0.000    0.000    0.000 typing.py:542(<genexpr>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       14    0.000    0.000    0.000    0.000 zipfile.py:663(_check_compression)
        1    0.000    0.000    0.000    0.000 x509.py:166(_RevokedCertificate)
        4    0.000    0.000    0.000    0.000 ocsp.py:64(<genexpr>)
        1    0.000    0.000    0.000    0.000 ocsp.py:271(OCSPRequest)
        1    0.000    0.000    0.000    0.000 dh.py:49(DHPublicNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:142(DHPrivateKey)
        1    0.000    0.000    0.000    0.000 modes.py:14(Mode)
        5    0.000    0.000    0.000    0.000 SSL.py:712(<genexpr>)
        6    0.000    0.000    0.000    0.000 backend.py:130(openssl_assert)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.OpenSSL_add_all_algorithms}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_set_default_mask_asc}
        1    0.000    0.000    0.000    0.000 binding.py:23(_OpenSSLError)
        1    0.000    0.000    0.000    0.000 extensions.py:1451(IssuingDistributionPoint)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 extensions.py:302(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 extensions.py:618(PolicyConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:798(NoticeReference)
        3    0.000    0.000    0.000    0.000 extensions.py:951(<genexpr>)
        1    0.000    0.000    0.000    0.000 extensions.py:954(InhibitAnyPolicy)
        1    0.000    0.000    0.000    0.000 _datasource.py:166(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:627(Repository)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 __about__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:218(PKey)
        1    0.000    0.000    0.000    0.000 crypto.py:701(X509Extension)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 connection.py:68(HTTPConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 six.py:496(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 __init__.py:74(_check_cryptography)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1531(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:117(EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 _oid.py:10(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 ed25519.py:44(Ed25519PrivateKey)
        4    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
       18    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:281(LogRecord)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       12    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1413(_SubTest)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        2    0.000    0.000    0.000    0.000 core.py:3365(shape)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6556(_frommethod)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 helper.py:232(_FFTCache)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:552(ndenumerate)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1265(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        2    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 socketserver.py:153(BaseServer)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:224(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        6    0.000    0.000    0.000    0.000 _compat.py:74(matches)
        1    0.000    0.000    0.000    0.000 _checked_types.py:402(Evolver)
        1    0.000    0.000    0.000    0.000 _pclass.py:13(PClassMeta)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'pvectorc.PVector' objects}
        1    0.000    0.000    0.000    0.000 _pvector.py:151(Evolver)
        1    0.000    0.000    0.000    0.000 _plist.py:37(_PListBase)
        4    0.000    0.000    0.000    0.000 _format.py:35(__init__)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:197(set_closure_cell)
        1    0.000    0.000    0.000    0.000 subprocess.py:850(__del__)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(UnknownType)
        1    0.000    0.000    0.000    0.000 exceptions.py:231(ErrorTree)
       25    0.000    0.000    0.000    0.000 _make.py:589(<genexpr>)
        2    0.000    0.000    0.000    0.000 _make.py:1377(fields)
        4    0.000    0.000    0.000    0.000 _make.py:1485(fmt_setter)
        3    0.000    0.000    0.000    0.000 _make.py:1512(fmt_setter)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        5    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        5    0.000    0.000    0.000    0.000 pathlib.py:100(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:55(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:134(<setcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 dh.py:18(DHPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:138(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:240(_EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 modes.py:141(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:186(GCM)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_init}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_set_default_RAND}
        1    0.000    0.000    0.000    0.000 general_name.py:174(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 general_name.py:242(DirectoryName)
        1    0.000    0.000    0.000    0.000 extensions.py:1162(Extension)
        1    0.000    0.000    0.000    0.000 extensions.py:1380(PrecertificateSignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1379(IPv4Interface)
        1    0.000    0.000    0.000    0.000 rsa.py:21(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 rsa.py:69(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 rsa.py:338(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:334(DHBackend)
        1    0.000    0.000    0.000    0.000 extensions.py:440(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 extensions.py:512(DistributionPoint)
        1    0.000    0.000    0.000    0.000 _datasource.py:142(_FileOpeners)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:22(SignedCertificateTimestamp)
        1    0.000    0.000    0.000    0.000 base.py:392(CertificateSigningRequestBuilder)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:262(WrappedSocket)
        1    0.000    0.000    0.000    0.000 crypto.py:369(_EllipticCurve)
        1    0.000    0.000    0.000    0.000 crypto.py:852(X509Req)
        1    0.000    0.000    0.000    0.000 crypto.py:1517(X509StoreFlags)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        4    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        8    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 connectionpool.py:852(HTTPSConnectionPool)
        3    0.000    0.000    0.000    0.000 __init__.py:1169(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1175(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(_fixupChildren)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:62(EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1159(exec_module)
        3    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       12    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
