Loading environment football failed: No module named 'gfootball'
-- 7.185823394916952
         24794382 function calls (23595294 primitive calls) in 7.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      496    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1971(MozillaCookieJar)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
      399    0.000    0.000    0.000    0.000 halite.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        3    0.000    0.000    0.000    0.000 gettext.py:624(gettext)
        3    0.000    0.000    0.000    0.000 gettext.py:585(dgettext)
        7    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        6    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:514(translation)
       27    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
     1307    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       19    0.000    0.000    0.000    0.000 typing.py:209(_remove_dups_flatten)
        6    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _pclass.py:1(<module>)
       22    0.000    0.000    0.000    0.000 pathlib.py:62(parse_parts)
       40    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
     1608    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        3    0.000    0.000    0.000    0.000 gettext.py:474(find)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
       14    0.000    0.000    0.000    0.000 __init__.py:454(_search_path)
        1    0.000    0.000    0.000    0.000 scrypt.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
       12    0.000    0.000    0.000    0.000 shutil.py:1128(_access_check)
       80    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       27    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(_get_parent_path)
        9    0.000    0.000    0.000    0.000 __init__.py:1930(getLogger)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
      293    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        6    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
      366    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
       81    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
        5    0.000    0.000    0.000    0.000 _pmap.py:402(_turbo_mapping)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        8    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
      908    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      222    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
     1009    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 decode_asn1.py:5(<module>)
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      921    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
      130    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       28    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 battlegeese.py:15(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
        2    0.000    0.000    0.000    0.000 __init__.py:473(read_text)
        4    0.000    0.000    0.000    0.000 <attrs generated init jsonschema._types.TypeChecker>:1(__init__)
       88    0.000    0.000    0.000    0.000 random.py:218(randint)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      742    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:361(Ship)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
       52    0.000    0.000    0.000    0.000 _types.py:29(is_number)
        9    0.000    0.000    0.000    0.000 __init__.py:1221(getLogger)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
      458    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        7    0.000    0.000    0.000    0.000 _pmap.py:437(pmap)
       14    0.000    0.000    0.000    0.000 pathlib.py:1346(is_dir)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       89    0.000    0.000    0.000    0.000 random.py:174(randrange)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1081(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
       14    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1116(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      185    0.000    0.000    0.000    0.000 _oid.py:58(__hash__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        4    0.000    0.000    0.000    0.000 pkgutil.py:597(get_data)
      483    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _plist.py:1(<module>)
        4    0.000    0.000    0.000    0.000 validators.py:125(_validates)
       69    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 configparser.py:1304(ConverterMapping)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_load_error_strings}
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 ec.py:16(EllipticCurveOID)
      111    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        1    0.000    0.000    0.000    0.000 helpers.py:412(Shipyard)
       13    0.000    0.000    0.000    0.000 typing.py:841(__init_subclass__)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
       68    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      456    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      798    0.000    0.000    0.000    0.000 helpers.py:610(shipyards)
        1    0.000    0.000    0.000    0.000 _precord.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:54(register_decorator)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       21    0.000    0.000    0.000    0.000 _make.py:73(attrib)
       14    0.000    0.000    0.000    0.000 pathlib.py:1156(stat)
        1    0.000    0.000    0.000    0.000 ocsp.py:89(_OCSPResponse)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 backend.py:118(__init__)
      111    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      511    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 util.py:310(_findLib_prefix)
       68    0.000    0.000    0.000    0.000 status_codes.py:111(doc)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 typing.py:1559(TextIO)
        2    0.000    0.000    0.000    0.000 pathlib.py:1195(read_text)
        1    0.000    0.000    0.000    0.000 padding.py:5(<module>)
      101    0.000    0.000    0.000    0.000 _make.py:715(_add_method_dunders)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 random.py:97(seed)
        6    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
       12    0.000    0.000    0.000    0.000 _make.py:705(add_order)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       40    0.000    0.000    0.000    0.000 uuid.py:264(__str__)
      189    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:586(Response)
        1    0.000    0.000    0.000    0.000 cookies.py:10(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:104(get_file_json)
      804    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _make.py:1148(_add_hash)
        6    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
       18    0.000    0.000    0.000    0.000 ocsp.py:25(_requires_successful_response)
      411    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       78    0.000    0.000    0.000    0.000 _internal.py:851(<genexpr>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f2bd8cbe9d8}
      371    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 subprocess.py:822(__exit__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:607(_generate_time_safe)
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       41    0.000    0.000    0.000    0.000 _make.py:1768(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6825(<genexpr>)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
      164    0.000    0.000    0.000    0.000 utils.py:45(register_interface)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
       13    0.000    0.000    0.000    0.000 typing.py:530(__init__)
       11    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      262    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      411    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
        1    0.000    0.000    0.000    0.000 oid.py:11(ExtensionOID)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        2    0.000    0.000    0.000    0.000 _checked_types.py:163(__new__)
       19    0.000    0.000    0.000    0.000 _validators.py:144(minimum)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1142(_parse_octet)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       18    0.000    0.000    0.000    0.000 argparse.py:1728(_add_action)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'gumbel' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 :1(VersionInfoAttributes)
      183    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      294    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       33    0.000    0.000    0.000    0.000 pathlib.py:703(__fspath__)
       34    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        3    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
        1    0.000    0.000    0.000    0.000 _pset.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _make.py:1823(<dictcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
       10    0.000    0.000    0.000    0.000 message.py:462(get)
      207    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        2    0.000    0.000    0.000    0.000 pathlib.py:1177(open)
        1    0.000    0.000    0.000    0.000 oid.py:52(NameOID)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1136(resolve)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
      732    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
      230    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1120(__len__)
      376    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 typing.py:238(_tp_cache)
       17    0.000    0.000    0.000    0.000 argparse.py:1459(_get_optional_kwargs)
       18    0.000    0.000    0.000    0.000 argparse.py:1570(_add_action)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
      6/2    0.000    0.000    0.000    0.000 core.py:501(update_props)
        1    0.000    0.000    0.000    0.000 subprocess.py:985(wait)
      233    0.000    0.000    0.000    0.000 typing.py:610(<genexpr>)
      117    0.000    0.000    0.000    0.000 utils.py:41(read_only_property)
       10    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 backend.py:97(Backend)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       88    0.000    0.000    0.000    0.000 six.py:137(__init__)
       34    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       61    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 oid.py:81(SignatureAlgorithmOID)
       34    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       56    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       27    0.000    0.000    0.000    0.000 typing.py:196(_check_generic)
        1    0.000    0.000    0.000    0.000 backend.py:166(activate_osrandom_engine)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 _pclass.py:14(__new__)
        2    0.000    0.000    0.000    0.000 _funcs.py:265(evolve)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 encode_asn1.py:5(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:864(_resolve_name)
        1    0.000    0.000    0.000    0.000 _types.py:138(remove)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      123    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      138    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1614(Polynomial)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 subprocess.py:1592(_wait)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        4    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        5    0.000    0.000    0.000    0.000 _checked_types.py:147(store_invariants)
        1    0.000    0.000    0.000    0.000 _pclass.py:38(PClass)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
      185    0.000    0.000    0.000    0.000 utils.py:42(<lambda>)
      177    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
      432    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pdeque.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1066(_BaseV4)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:47(create_string_buffer)
        1    0.000    0.000    0.000    0.000 _types.py:97(redefine)
        1    0.000    0.000    0.000    0.000 _types.py:120(redefine_many)
        9    0.000    0.000    0.000    0.000 _make.py:553(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1449(IO)
        1    0.000    0.000    0.000    0.000 hashes.py:13(_HashContext)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
        4    0.000    0.000    0.000    0.000 _make.py:500(_patch_original_class)
       60    0.000    0.000    0.000    0.000 _make.py:709(<genexpr>)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:643(BufferingFormatter)
       33    0.000    0.000    0.000    0.000 os.py:751(encode)
        7    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 _field_common.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _make.py:1100(append_hash_computation_lines)
        5    0.000    0.000    0.000    0.000 pathlib.py:892(joinpath)
      154    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 halite.py:146(<listcomp>)
       21    0.000    0.000    0.000    0.000 _make.py:1975(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:356(__new__)
        8    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:289(ShipyardAction)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      177    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        2    0.000    0.000    0.000    0.000 numeric.py:469(asarray)
       18    0.000    0.000    0.000    0.000 argparse.py:1379(_add_action)
        1    0.000    0.000    0.000    0.000 config.py:319(ConvertingDict)
        6    0.000    0.000    0.000    0.000 _validators.py:188(uniqueItems)
        1    0.000    0.000    0.000    0.000 _precord.py:10(__new__)
        1    0.000    0.000    0.000    0.000 binding.py:110(_register_osrandom_engine)
        1    0.000    0.000    0.000    0.000 name.py:15(_ASN1Type)
        1    0.000    0.000    0.000    0.000 extensions.py:985(KeyUsage)
       42    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
        5    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        5    0.000    0.000    0.000    0.000 pathlib.py:687(_make_child)
        1    0.000    0.000    0.000    0.000 extensions.py:605(ReasonFlags)
        9    0.000    0.000    0.000    0.000 __init__.py:1272(_fixupParents)
        7    0.000    0.000    0.000    0.000 utils.py:162(cached_property)
        3    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        2    0.000    0.000    0.000    0.000 argparse.py:1369(add_argument_group)
        1    0.000    0.000    0.000    0.000 _pbag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:115(inject_into_urllib3)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      188    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 helpers.py:848(board_agent)
       18    0.000    0.000    0.000    0.000 argparse.py:582(_format_args)
        1    0.000    0.000    0.000    0.000 subprocess.py:1329(_get_handles)
        1    0.000    0.000    0.000    0.000 name.py:196(Name)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       18    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 core.py:607(__agent_runner)
        9    0.000    0.000    0.000    0.000 _format.py:159(wrap)
       34    0.000    0.000    0.000    0.000 _make.py:356(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:311(resolve)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.Cryptography_add_osrandom_engine}
       10    0.000    0.000    0.000    0.000 __init__.py:1341(__init__)
       39    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6784(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 argparse.py:1548(__init__)
        2    0.000    0.000    0.000    0.000 _field_common.py:22(set_fields)
       14    0.000    0.000    0.000    0.000 typing.py:824(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend.py:245(_register_default_ciphers)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1092(_make_netmask)
       68    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       12    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
      306    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      366    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       36    0.000    0.000    0.000    0.000 _make.py:699(<genexpr>)
        6    0.000    0.000    0.000    0.000 exceptions.py:22(__init__)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        4    0.000    0.000    0.000    0.000 _checked_types.py:98(_store_types)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1268(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 threading.py:1174(__init__)
      366    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
       76    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
       10    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 _checked_types.py:431(__new__)
        1    0.000    0.000    0.000    0.000 _make.py:1894(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:813(__init__)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
